subset_name,model,model_label,layer,mean_safe_margin,median_safe_margin,std_safe_margin,sem_safe_margin,ci_low,ci_high,n
top_game_margin_shift,base,Base,0,-0.5775,-1.3125,1.182570570563303,0.0965564827570687,-0.77,-0.385,150
top_game_margin_shift,base,Base,1,-0.22479166666666667,-0.5,0.46322168813062514,0.037821892457022485,-0.2970833333333333,-0.14874739583333335,150
top_game_margin_shift,base,Base,2,-0.10322916666666666,-0.21875,0.2215773113638074,0.01809171171397069,-0.13770833333333332,-0.06697916666666667,150
top_game_margin_shift,base,Base,3,-0.16104166666666667,-0.3125,0.33444813669408174,0.02730757601083665,-0.21333333333333335,-0.1059375,150
top_game_margin_shift,base,Base,4,0.17677083333333332,0.34375,0.3855527933542008,0.031480253754083906,0.1138515625,0.23583593749999998,150
top_game_margin_shift,base,Base,5,0.04416666666666667,0.0625,0.1588370835150047,0.0129689935614533,0.018645833333333334,0.06947916666666666,150
top_game_margin_shift,base,Base,6,-0.26135416666666667,-0.515625,0.5255657726482332,0.0429122656419921,-0.34312760416666666,-0.17499739583333335,150
top_game_margin_shift,base,Base,7,-0.25817708333333333,-0.5625,0.549927316564099,0.044901377373334606,-0.3450520833333333,-0.16843619791666667,150
top_game_margin_shift,base,Base,8,-0.7594010416666667,-1.6640625,1.560897490982177,0.12744674645656134,-1.0014342447916667,-0.5048684895833334,150
top_game_margin_shift,base,Base,9,-1.0848697916666667,-2.365234375,2.198940800732612,0.17954276454606538,-1.4261946614583334,-0.7243398437500005,150
top_game_margin_shift,base,Base,10,-1.097323455810547,-2.37982177734375,2.21058517349969,0.1804935236012021,-1.441993408203125,-0.7363666381835937,150
top_game_margin_shift,base,Base,11,-1.1836197916666666,-2.58984375,2.4063949732716288,0.19648132680379515,-1.5609661458333335,-0.7891855468750001,150
top_game_margin_shift,base,Base,12,-0.9511458333333334,-2.08203125,1.9492147700702016,0.15915271952561433,-1.2553391927083333,-0.6323639322916668,150
top_game_margin_shift,base,Base,13,-0.9310677083333333,-2.02734375,1.9137465898241501,0.1562567547353514,-1.2292586263020833,-0.6153756510416667,150
top_game_margin_shift,base,Base,14,-0.8105859375,-1.755859375,1.6777445375795315,0.13698726786038562,-1.0725970052083333,-0.5366266276041667,150
top_game_margin_shift,base,Base,15,-0.8722373453776041,-1.853515625,1.7546992243315538,0.14327059172232467,-1.1475384267171223,-0.5863985188802087,150
top_game_margin_shift,base,Base,16,-0.7392279815673828,-1.607421875,1.539169381685714,0.12567265376150275,-0.9813397051493327,-0.48832482528686544,150
top_game_margin_shift,base,Base,17,-0.281488037109375,-0.5400390625,0.6464466995125776,0.05278215199040327,-0.3828541056315104,-0.1758867797851563,150
top_game_margin_shift,base,Base,18,-0.19052808125813803,-0.23095703125,0.509132899104233,0.041570527135642715,-0.26953045336405435,-0.10826792017618818,150
top_game_margin_shift,base,Base,19,0.205703125,0.28515625,0.5117313737620113,0.04178269170301305,0.12176953125,0.28744986979166665,150
top_game_margin_shift,base,Base,20,-0.052484130859375,-0.03515625,0.9278836634144871,0.07576138386766217,-0.20002687581380207,0.09834751383463537,150
top_game_margin_shift,base,Base,21,-0.372509765625,-0.2080078125,3.228674084520406,0.26362013509408677,-0.8784600219726563,0.14820044962565096,150
top_game_margin_shift,base,Base,22,-0.014111735026041667,0.19921875,2.985713486554025,0.24378248534011618,-0.4858471272786459,0.46355198160807276,150
top_game_margin_shift,base,Base,23,-0.10135904947916667,-0.015625,3.1285190699796295,0.25544251240055565,-0.5958063151041667,0.40355757649739554,150
top_game_margin_shift,base,Base,24,0.47984375,0.296875,5.744899121624421,0.46906904905810365,-0.4219121093749999,1.406748046875,150
top_game_margin_shift,base,Base,25,0.012099609375,0.25,4.46045678247078,0.3641947712263278,-0.69177783203125,0.7295587565104162,150
top_game_margin_shift,base,Base,26,-0.08473958333333333,0.25,4.389567793707311,0.35840670953124815,-0.7708229166666666,0.6212044270833332,150
top_game_margin_shift,base,Base,27,-0.2969791666666667,0.0625,4.7243769288509565,0.3857437609420637,-1.0299192708333331,0.4643906249999998,150
top_game_margin_shift,base,Base,28,0.3460416666666667,0.25,3.053090634888882,0.24928380646492326,-0.13125520833333335,0.8439843749999997,150
top_game_margin_shift,base,Base,29,0.6341666666666667,0.40625,3.465163903493753,0.28292944795568226,0.09246875000000003,1.1925104166666665,150
top_game_margin_shift,base,Base,30,0.7770833333333333,0.6875,3.6184737644411005,0.29544714568428365,0.20583333333333334,1.36,150
top_game_margin_shift,base,Base,31,0.2841666666666667,0.375,5.219633870348779,0.42618132088343313,-0.53375,1.1233333333333333,150
top_game_margin_shift,base,Base,32,0.18,0.125,1.606566851077124,0.1311756340936295,-0.07,0.44166666666666665,150
top_game_margin_shift,game,GAME,0,-0.5775,-1.3125,1.182570570563303,0.0965564827570687,-0.77,-0.385,150
top_game_margin_shift,game,GAME,1,-0.22479166666666667,-0.5,0.4634621582391456,0.03784152675916471,-0.29688020833333334,-0.14864583333333334,150
top_game_margin_shift,game,GAME,2,-0.1034375,-0.21875,0.22099066663059683,0.01804381237208212,-0.13770833333333332,-0.06749739583333338,150
top_game_margin_shift,game,GAME,3,-0.1609375,-0.3125,0.33426585317966523,0.02729269262420859,-0.21333333333333335,-0.10583333333333333,150
top_game_margin_shift,game,GAME,4,0.1790625,0.34375,0.3853040706728873,0.03145994563219474,0.11645833333333333,0.23802343749999996,150
top_game_margin_shift,game,GAME,5,0.04375,0.046875,0.15954988595227057,0.013027193636743754,0.018226562500000005,0.06927083333333334,150
top_game_margin_shift,game,GAME,6,-0.26104166666666667,-0.53125,0.5250937050177016,0.04287372148136253,-0.34281510416666666,-0.17437239583333336,150
top_game_margin_shift,game,GAME,7,-0.25744791666666667,-0.55859375,0.5498163176833611,0.044892314352673685,-0.3440169270833333,-0.1671875,150
top_game_margin_shift,game,GAME,8,-0.759765625,-1.65625,1.563014462153965,0.12761959642893012,-1.00175,-0.5052239583333334,150
top_game_margin_shift,game,GAME,9,-1.0860416666666666,-2.361328125,2.1997169664786713,0.17960613821385446,-1.427501953125,-0.7249928385416667,150
top_game_margin_shift,game,GAME,10,-1.10070805867513,-2.379150390625,2.210085967377904,0.18045276359204043,-1.44523491414388,-0.7406142641703289,150
top_game_margin_shift,game,GAME,11,-1.18546875,-2.58984375,2.4062876100875132,0.19647256063652038,-1.5635195312499999,-0.7907753906250001,150
top_game_margin_shift,game,GAME,12,-0.951484375,-2.08203125,1.948488533621844,0.15909342256791142,-1.2559140625,-0.6335891927083334,150
top_game_margin_shift,game,GAME,13,-0.9318391927083334,-2.017578125,1.9112836968558562,0.1560556603665711,-1.2297588704427083,-0.6177177734375002,150
top_game_margin_shift,game,GAME,14,-0.8116471354166667,-1.76171875,1.6756758129519624,0.1368183572018565,-1.0727708333333332,-0.5375319010416666,150
top_game_margin_shift,game,GAME,15,-0.8742921956380209,-1.85546875,1.753229917336734,0.14315062330856432,-1.1480968780517578,-0.5882527720133464,150
top_game_margin_shift,game,GAME,16,-0.7457077026367187,-1.6162109375,1.5417538575051661,0.12588367532851008,-0.9892558797200521,-0.49553674825032584,150
top_game_margin_shift,game,GAME,17,-0.2881602986653646,-0.5458984375,0.6471835883988142,0.05284231871601685,-0.38955990854899086,-0.18259442392985029,150
top_game_margin_shift,game,GAME,18,-0.1958832804361979,-0.221923828125,0.512670707436348,0.041859387976357666,-0.2766359380086263,-0.11379025522867849,150
top_game_margin_shift,game,GAME,19,0.20505208333333333,0.28515625,0.5093564685514402,0.04158878150456718,0.12102766927083333,0.2863411458333333,150
top_game_margin_shift,game,GAME,20,-0.025928955078125,0.02978515625,0.928770176441824,0.07583376735323902,-0.1728158671061198,0.12579383850097653,150
top_game_margin_shift,game,GAME,21,-0.2668603515625,-0.11181640625,3.2000659824803166,0.2612842933438303,-0.7708619384765625,0.2475022379557291,150
top_game_margin_shift,game,GAME,22,0.09625569661458333,0.28515625,2.962718072914522,0.24190491767874886,-0.37267545572916666,0.5699144287109374,150
