subset_name,model,model_label,layer,mean_safe_margin,median_safe_margin,std_safe_margin,sem_safe_margin,ci_low,ci_high,n
top_ut_margin_shift,base,Base,0,0.7525,1.3125,1.078962962212097,0.08809695695938285,0.5775,0.9275,150
top_ut_margin_shift,base,Base,1,0.29541666666666666,0.515625,0.42644817586692024,0.0348193477538206,0.22614583333333332,0.361875,150
top_ut_margin_shift,base,Base,2,0.1353125,0.234375,0.20830490403061733,0.017008024193147713,0.10197656249999999,0.16802343749999998,150
top_ut_margin_shift,base,Base,3,0.2196875,0.3359375,0.34636281075738345,0.02828040507439206,0.16364583333333332,0.2735416666666667,150
top_ut_margin_shift,base,Base,4,-0.21822916666666667,-0.3125,0.31521168629401153,0.02573692641275234,-0.2679166666666667,-0.16708333333333333,150
top_ut_margin_shift,base,Base,5,-0.03864583333333333,-0.03125,0.14164891805107144,0.011565585728081149,-0.06135677083333333,-0.01625,150
top_ut_margin_shift,base,Base,6,0.37145833333333333,0.59375,0.54489588752701,0.044490562912738243,0.28343229166666667,0.4553125,150
top_ut_margin_shift,base,Base,7,0.3684375,0.609375,0.5441484945810121,0.04442953853423656,0.2806744791666667,0.45375260416666663,150
top_ut_margin_shift,base,Base,8,0.9646354166666666,1.6640625,1.4184064383058508,0.11581240072426008,0.733150390625,1.1845084635416667,150
top_ut_margin_shift,base,Base,9,1.3517708333333334,2.330078125,1.97476828338238,0.16123915515062281,1.0285670572916668,1.6559746093749999,150
top_ut_margin_shift,base,Base,10,1.3742376708984374,2.35546875,1.9968452871316162,0.1630417349584608,1.0486678009033203,1.682905527750651,150
top_ut_margin_shift,base,Base,11,1.5071354166666666,2.6015625,2.1936715745863142,0.17911253403280666,1.1481503906250001,1.8472942708333333,150
top_ut_margin_shift,base,Base,12,1.1932291666666666,2.048828125,1.7574762371013188,0.14349733386549524,0.9069459635416667,1.467033203125,150
top_ut_margin_shift,base,Base,13,1.1933984375,2.0234375,1.7035302614491767,0.1390926633980168,0.9138902994791667,1.4574882812499999,150
top_ut_margin_shift,base,Base,14,1.06140625,1.8046875,1.5219946683776777,0.12427034429206021,0.81403515625,1.2988821614583332,150
top_ut_margin_shift,base,Base,15,1.1519118245442708,1.916015625,1.6337061177302046,0.1333915459367421,0.8877423197428385,1.4056478068033853,150
top_ut_margin_shift,base,Base,16,1.0583765347798666,1.7265625,1.4803807050650446,0.12087257841569854,0.8190625406901042,1.2889179536501565,150
top_ut_margin_shift,base,Base,17,0.42681315104166667,0.640625,0.6088123367091832,0.04970931913496676,0.3286652425130208,0.5208766276041666,150
top_ut_margin_shift,base,Base,18,0.22662885030110677,0.2554931640625,0.45063991523830776,0.03679459500216386,0.1554714393615723,0.29637716166178385,150
top_ut_margin_shift,base,Base,19,-0.26612467447916666,-0.390625,0.6248735519715407,0.05102071186969267,-0.3643326416015625,-0.16493058268229166,150
