adapter_name,patch_direction,subset_name,subset_label,layer,layer_site,is_null_control,is_mismatched_control,n,n_denominator_ok,mean_m_base,mean_m_adapter,mean_m_patched,mean_delta_adapter,mean_raw_patch_effect,mean_recovered_or_removed_fraction,median_recovered_or_removed_fraction,mean_source_recovery_error,mean_base_recovery_error,expected_direction_recovered_rate,raw_patch_effect_ci_low,raw_patch_effect_ci_high,fraction_ci_low,fraction_ci_high
GAME,A_to_Base,game_safe_ut_harmful,GAME-safe / UT-harmful,0,embedding_output,False,False,39,16,0.08012820512820513,0.13782051282051283,0.08012820512820513,0.057692307692307696,0.0,0.0,0.0,-0.057692307692307696,0.0,0.0,0.0,0.0,0.0,0.0
GAME,A_to_Base,game_safe_ut_harmful,GAME-safe / UT-harmful,4,block_3_output,False,False,39,16,0.08012820512820513,0.13782051282051283,0.07051282051282051,0.057692307692307696,-0.009615384615384616,0.21874837501249988,0.0,-0.0673076923076923,-0.009615384615384616,0.25,-0.03205128205128205,0.01282051282051282,0.062499500003999967,0.4374965000279998
GAME,A_to_Base,game_safe_ut_harmful,GAME-safe / UT-harmful,8,block_7_output,False,False,39,16,0.08012820512820513,0.13782051282051283,0.0673076923076923,0.057692307692307696,-0.01282051282051282,0.09374937500449997,0.0,-0.07051282051282051,-0.01282051282051282,0.1875,-0.035256410256410256,0.009615384615384616,-0.12499900000799993,0.31249775001699986
GAME,A_to_Base,game_safe_ut_harmful,GAME-safe / UT-harmful,12,block_11_output,False,False,39,16,0.08012820512820513,0.13782051282051283,0.060897435897435896,0.057692307692307696,-0.019230769230769232,0.031249875000500003,0.0,-0.07692307692307693,-0.019230769230769232,0.125,-0.038461538461538464,0.0,-0.1562486250114999,0.21874837501249988
GAME,A_to_Base,game_safe_ut_harmful,GAME-safe / UT-harmful,16,block_15_output,False,False,39,16,0.08012820512820513,0.13782051282051283,0.08333333333333333,0.057692307692307696,0.003205128205128205,0.21874837501249988,0.0,-0.05448717948717949,0.003205128205128205,0.25,-0.01282051282051282,0.019230769230769232,0.062499500003999967,0.4374965000279998
GAME,A_to_Base,game_safe_ut_harmful,GAME-safe / UT-harmful,20,block_19_output,False,False,39,16,0.08012820512820513,0.13782051282051283,0.13141025641025642,0.057692307692307696,0.05128205128205128,0.8437436250494996,0.9999920000639995,-0.00641025641025641,0.05128205128205128,0.8125,0.028846153846153848,0.07692307692307693,0.5937458750304998,1.0624925000559997
GAME,A_to_Base,game_safe_ut_harmful,GAME-safe / UT-harmful,21,block_20_output,False,False,39,16,0.08012820512820513,0.13782051282051283,0.11858974358974358,0.057692307692307696,0.038461538461538464,0.8124940000459997,0.9999920000639995,-0.019230769230769232,0.038461538461538464,0.75,0.009615384615384616,0.0673076923076923,0.5624957500329997,1.0624922500589995
GAME,A_to_Base,game_safe_ut_harmful,GAME-safe / UT-harmful,22,block_21_output,False,False,39,16,0.08012820512820513,0.13782051282051283,0.13141025641025642,0.057692307692307696,0.05128205128205128,0.8124940000459997,0.9999920000639995,-0.00641025641025641,0.05128205128205128,0.75,0.028846153846153848,0.07692307692307693,0.5624957500329997,1.0624922500589995
GAME,A_to_Base,game_safe_ut_harmful,GAME-safe / UT-harmful,23,block_22_output,False,False,39,16,0.08012820512820513,0.13782051282051283,0.12179487179487179,0.057692307692307696,0.041666666666666664,0.7812441250454997,0.9999920000639995,-0.016025641025641024,0.041666666666666664,0.75,0.019230769230769232,0.0673076923076923,0.5312458750324998,1.0312426250554996
GAME,A_to_Base,game_safe_ut_harmful,GAME-safe / UT-harmful,24,block_23_output,False,False,39,16,0.08012820512820513,0.13782051282051283,0.1282051282051282,0.057692307692307696,0.04807692307692308,0.8124940000459997,0.9999920000639995,-0.009615384615384616,0.04807692307692308,0.75,0.02564102564102564,0.07371794871794872,0.5624957500329997,1.0624922500589995
GAME,A_to_Base,game_safe_ut_harmful,GAME-safe / UT-harmful,25,block_24_output,False,False,39,16,0.08012820512820513,0.13782051282051283,0.125,0.057692307692307696,0.04487179487179487,0.7499945000419997,0.9999920000639995,-0.01282051282051282,0.04487179487179487,0.6875,0.019230769230769232,0.07051282051282051,0.4999960000319998,0.9999932500489996
GAME,A_to_Base,game_safe_ut_harmful,GAME-safe / UT-harmful,26,block_25_output,False,False,39,16,0.08012820512820513,0.13782051282051283,0.12179487179487179,0.057692307692307696,0.041666666666666664,0.7812441250454997,0.9999920000639995,-0.016025641025641024,0.041666666666666664,0.75,0.019230769230769232,0.0673076923076923,0.5312458750324998,1.0312426250554996
GAME,A_to_Base,game_safe_ut_harmful,GAME-safe / UT-harmful,27,block_26_output,False,False,39,16,0.08012820512820513,0.13782051282051283,0.1282051282051282,0.057692307692307696,0.04807692307692308,0.7812441250454997,0.9999920000639995,-0.009615384615384616,0.04807692307692308,0.75,0.02564102564102564,0.07051282051282051,0.5312458750324998,1.0312426250554996
GAME,A_to_Base,game_safe_ut_harmful,GAME-safe / UT-harmful,28,block_27_output,False,False,39,16,0.08012820512820513,0.13782051282051283,0.13141025641025642,0.057692307692307696,0.05128205128205128,0.8749935000499997,0.9999920000639995,-0.00641025641025641,0.05128205128205128,0.8125,0.02564102564102564,0.08012820512820513,0.6249952500369997,1.1249912500689994
GAME,A_to_Base,game_safe_ut_harmful,GAME-safe / UT-harmful,29,block_28_output,False,False,39,16,0.08012820512820513,0.13782051282051283,0.11858974358974358,0.057692307692307696,0.038461538461538464,0.6874950000379998,0.9999920000639995,-0.019230769230769232,0.038461538461538464,0.6875,0.016025641025641024,0.0641025641025641,0.43749700002199987,0.8749942500409997
GAME,A_to_Base,game_safe_ut_harmful,GAME-safe / UT-harmful,30,block_29_output,False,False,39,16,0.08012820512820513,0.13782051282051283,0.1282051282051282,0.057692307692307696,0.04807692307692308,0.8437436250494996,0.9999920000639995,-0.009615384615384616,0.04807692307692308,0.8125,0.02564102564102564,0.07371794871794872,0.5937458750304998,1.0937413750684994
GAME,A_to_Base,game_safe_ut_harmful,GAME-safe / UT-harmful,31,block_30_output,False,False,39,16,0.08012820512820513,0.13782051282051283,0.13782051282051283,0.057692307692307696,0.057692307692307696,0.9374930000539996,0.9999920000639995,0.0,0.057692307692307696,0.9375,0.03205128205128205,0.08333333333333333,0.8124935000519996,0.9999930000519996
GAME,A_to_Base,game_safe_ut_harmful,GAME-safe / UT-harmful,32,block_31_output,False,False,39,16,0.08012820512820513,0.13782051282051283,0.13782051282051283,0.057692307692307696,0.057692307692307696,0.9999925000579996,0.9999920000639995,0.0,0.057692307692307696,1.0,0.035256410256410256,0.08333333333333333,0.9999920000639995,0.9999932500489996
GAME,A_to_Base,game_safe_ut_harmful,GAME-safe / UT-harmful,33,final_norm_output,False,False,39,16,0.08012820512820513,0.13782051282051283,0.13782051282051283,0.057692307692307696,0.057692307692307696,0.9999925000579996,0.9999920000639995,0.0,0.057692307692307696,1.0,0.035256410256410256,0.08333333333333333,0.9999920000639995,0.9999932500489996
GAME,A_to_Base,random_chicken_150,Random Chicken,0,embedding_output,False,False,150,66,-0.36,-0.315,-0.36,0.045,0.0,0.0,0.0,-0.045,0.0,0.0,0.0,0.0,0.0,0.0
GAME,A_to_Base,random_chicken_150,Random Chicken,4,block_3_output,False,False,150,66,-0.36,-0.315,-0.355,0.045,0.005,0.22727096971078775,0.0,-0.04,0.005,0.2727272727272727,-0.004166666666666667,0.015,0.11363548485539389,0.3409064545661817
GAME,A_to_Base,random_chicken_150,Random Chicken,8,block_7_output,False,False,150,66,-0.36,-0.315,-0.3541666666666667,0.045,0.005833333333333334,0.257573757591515,0.0,-0.03916666666666667,0.005833333333333334,0.3181818181818182,-0.004166666666666667,0.015833333333333335,0.1361731568268516,0.3863605757819392
GAME,A_to_Base,random_chicken_150,Random Chicken,12,block_11_output,False,False,150,66,-0.36,-0.315,-0.35,0.045,0.01,0.32575506062581805,0.0,-0.035,0.01,0.3484848484848485,-0.0008333333333333334,0.020833333333333332,0.19696812122472718,0.4545420000269089
GAME,A_to_Base,random_chicken_150,Random Chicken,16,block_15_output,False,False,150,66,-0.36,-0.315,-0.3475,0.045,0.0125,0.3333307878986665,0.0,-0.0325,0.0125,0.3787878787878788,0.0016666666666666668,0.023333333333333334,0.20454396970824235,0.46211760608909064
GAME,A_to_Base,random_chicken_150,Random Chicken,20,block_19_output,False,False,150,66,-0.36,-0.315,-0.31666666666666665,0.045,0.043333333333333335,0.7424184848938178,0.9999920000639995,-0.0016666666666666668,0.043333333333333335,0.7272727272727273,0.03,0.056666666666666664,0.6212072727655755,0.856054030354545
GAME,A_to_Base,random_chicken_150,Random Chicken,21,block_20_output,False,False,150,66,-0.36,-0.315,-0.31416666666666665,0.045,0.04583333333333333,0.7651456061070299,0.9999920000639995,0.0008333333333333334,0.04583333333333333,0.7424242424242424,0.03333333333333333,0.059166666666666666,0.6439343939787875,0.8787810909624238
GAME,A_to_Base,random_chicken_150,Random Chicken,22,block_21_output,False,False,150,66,-0.36,-0.315,-0.32,0.045,0.04,0.7499942121666664,0.9999920000639995,-0.005,0.04,0.7272727272727273,0.02666666666666667,0.05333333333333334,0.6287829394330906,0.8636299409585269
GAME,A_to_Base,random_chicken_150,Random Chicken,23,block_22_output,False,False,150,66,-0.36,-0.315,-0.31416666666666665,0.045,0.04583333333333333,0.7878726667149086,0.9999920000639995,0.0008333333333333334,0.04583333333333333,0.7878787878787878,0.03333333333333333,0.058333333333333334,0.6818128485270298,0.8939323636921206
GAME,A_to_Base,random_chicken_150,Random Chicken,24,block_23_output,False,False,150,66,-0.36,-0.315,-0.3125,0.045,0.0475,0.8333268485359994,0.9999920000639995,0.0025,0.0475,0.7878787878787878,0.035,0.06,0.7045401515562421,0.9545379394535751
GAME,A_to_Base,random_chicken_150,Random Chicken,25,block_24_output,False,False,150,66,-0.36,-0.315,-0.31416666666666665,0.045,0.04583333333333333,0.7272670909534541,0.9999920000639995,0.0008333333333333334,0.04583333333333333,0.7121212121212122,0.034166666666666665,0.058333333333333334,0.6060558788252116,0.8484781212656964
GAME,A_to_Base,random_chicken_150,Random Chicken,26,block_25_output,False,False,150,66,-0.36,-0.315,-0.31333333333333335,0.045,0.04666666666666667,0.7348428182263027,0.9999920000639995,0.0016666666666666668,0.04666666666666667,0.7121212121212122,0.034166666666666665,0.059166666666666666,0.6136316060980602,0.8484784848976965
